1,0,0,0,0,-0,0
0.38268,0.5334,0.5334,0.5334,98.042,-9.2526,98.042
0.92388,-0.22094,-0.22094,-0.22094,-21.106,-30.39,-21.106
0.92388,-0.22094,-0.22094,-0.22094,-21.106,-30.39,-21.106
0.38268,-0.5334,-0.5334,-0.5334,130.65,-77.764,130.65
0.38268,0.65328,0.65328,-0,144.74,30,80.264
0.92388,-0.2706,-0.2706,0,-35.264,-30,9.7356
0.92388,-0.2706,-0.2706,0,-35.264,-30,9.7356
0.38268,-0.65328,-0.65328,0,-144.74,-30,80.264
0.38268,0.5334,0.5334,-0.5334,-130.65,77.764,130.65
0.92388,-0.22094,-0.22094,0.22094,-32.155,-18.096,32.155
0.92388,-0.22094,-0.22094,0.22094,-32.155,-18.096,32.155
0.38268,-0.5334,-0.5334,0.5334,-98.042,9.2526,98.042
0.38268,0.65328,-0,0.65328,73.675,-58.6,73.675
0.92388,-0.2706,0,-0.2706,-30.361,-8.4211,-30.361
0.92388,-0.2706,0,-0.2706,-30.361,-8.4211,-30.361
0.38268,-0.65328,0,-0.65328,-73.675,-58.6,-73.675
0.38268,0.92388,-0,-0,135,-0,-0
0.92388,-0.38268,0,0,-45,0,0
0.92388,-0.38268,0,0,-45,0,0
0.38268,-0.92388,0,0,-135,0,0
0.38268,0.65328,-0,-0.65328,73.675,58.6,-73.675
0.92388,-0.2706,0,0.2706,-30.361,8.4211,30.361
0.92388,-0.2706,0,0.2706,-30.361,8.4211,30.361
0.38268,-0.65328,0,0.65328,-73.675,58.6,73.675
0.38268,0.5334,-0.5334,0.5334,-130.65,-77.764,-130.65
0.92388,-0.22094,0.22094,-0.22094,-32.155,18.096,-32.155
0.92388,-0.22094,0.22094,-0.22094,-32.155,18.096,-32.155
0.38268,-0.5334,0.5334,-0.5334,-98.042,-9.2526,-98.042
0.38268,0.65328,-0.65328,-0,144.74,-30,-80.264
0.92388,-0.2706,0.2706,0,-35.264,30,-9.7356
0.92388,-0.2706,0.2706,0,-35.264,30,-9.7356
0.38268,-0.65328,0.65328,0,-144.74,30,-80.264
0.38268,0.5334,-0.5334,-0.5334,98.042,9.2526,-98.042
0.92388,-0.22094,0.22094,0.22094,-21.106,30.39,21.106
0.92388,-0.22094,0.22094,0.22094,-21.106,30.39,21.106
0.38268,-0.5334,0.5334,0.5334,130.65,77.764,-130.65
0.38268,-0,0.65328,0.65328,80.264,30,144.74
0.92388,0,-0.2706,-0.2706,9.7356,-30,-35.264
0.92388,0,-0.2706,-0.2706,9.7356,-30,-35.264
0.38268,0,-0.65328,-0.65328,80.264,-30,-144.74
0.38268,-0,0.92388,-0,-180,45,-180
0.92388,0,-0.38268,0,0,-45,0
0.92388,0,-0.38268,0,0,-45,0
0.38268,0,-0.92388,0,180,-45,180
0.38268,-0,0.65328,-0.65328,-80.264,30,-144.74
0.92388,0,-0.2706,0.2706,-9.7356,-30,35.264
0.92388,0,-0.2706,0.2706,-9.7356,-30,35.264
0.38268,0,-0.65328,0.65328,-80.264,-30,144.74
0.38268,-0,-0,0.92388,-0,-0,135
0.92388,0,0,-0.38268,0,0,-45
0.92388,0,0,-0.38268,0,0,-45
0.38268,0,0,-0.92388,0,0,-135
0.38268,-0,-0,-0.92388,0,-0,-135
0.92388,0,0,0.38268,0,-0,45
0.92388,0,0,0.38268,0,-0,45
0.38268,0,0,0.92388,0,-0,135
0.38268,-0,-0.65328,0.65328,-80.264,-30,144.74
0.92388,0,0.2706,-0.2706,-9.7356,30,-35.264
0.92388,0,0.2706,-0.2706,-9.7356,30,-35.264
0.38268,0,0.65328,-0.65328,-80.264,30,-144.74
0.38268,-0,-0.92388,-0,180,-45,180
0.92388,0,0.38268,0,0,45,0
0.92388,0,0.38268,0,0,45,0
0.38268,0,0.92388,0,180,45,180
0.38268,-0,-0.65328,-0.65328,80.264,-30,-144.74
0.92388,0,0.2706,0.2706,9.7356,30,35.264
0.92388,0,0.2706,0.2706,9.7356,30,35.264
0.38268,0,0.65328,0.65328,80.264,30,144.74
0.38268,-0.5334,0.5334,0.5334,130.65,77.764,-130.65
0.92388,0.22094,-0.22094,-0.22094,32.155,-18.096,-32.155
0.92388,0.22094,-0.22094,-0.22094,32.155,-18.096,-32.155
0.38268,0.5334,-0.5334,-0.5334,98.042,9.2526,-98.042
0.38268,-0.65328,0.65328,-0,-144.74,30,-80.264
0.92388,0.2706,-0.2706,0,35.264,-30,-9.7356
0.92388,0.2706,-0.2706,0,35.264,-30,-9.7356
0.38268,0.65328,-0.65328,0,144.74,-30,-80.264
0.38268,-0.5334,0.5334,-0.5334,-98.042,-9.2526,-98.042
0.92388,0.22094,-0.22094,0.22094,21.106,-30.39,21.106
0.92388,0.22094,-0.22094,0.22094,21.106,-30.39,21.106
0.38268,0.5334,-0.5334,0.5334,-130.65,-77.764,-130.65
0.38268,-0.65328,-0,0.65328,-73.675,58.6,73.675
0.92388,0.2706,0,-0.2706,30.361,8.4211,-30.361
0.92388,0.2706,0,-0.2706,30.361,8.4211,-30.361
0.38268,0.65328,0,-0.65328,73.675,58.6,-73.675
0.38268,-0.92388,-0,-0,-135,-0,0
0.92388,0.38268,0,0,45,-0,0
0.92388,0.38268,0,0,45,-0,0
0.38268,0.92388,0,0,135,-0,0
0.38268,-0.65328,-0,-0.65328,-73.675,-58.6,-73.675
0.92388,0.2706,0,0.2706,30.361,-8.4211,30.361
0.92388,0.2706,0,0.2706,30.361,-8.4211,30.361
0.38268,0.65328,0,0.65328,73.675,-58.6,73.675
0.38268,-0.5334,-0.5334,0.5334,-98.042,9.2526,98.042
0.92388,0.22094,0.22094,-0.22094,21.106,30.39,-21.106
0.92388,0.22094,0.22094,-0.22094,21.106,30.39,-21.106
0.38268,0.5334,0.5334,-0.5334,-130.65,77.764,130.65
0.38268,-0.65328,-0.65328,-0,-144.74,-30,80.264
0.92388,0.2706,0.2706,0,35.264,30,9.7356
0.92388,0.2706,0.2706,0,35.264,30,9.7356
0.38268,0.65328,0.65328,0,144.74,30,80.264
0.38268,-0.5334,-0.5334,-0.5334,130.65,-77.764,130.65
0.92388,0.22094,0.22094,0.22094,32.155,18.096,32.155
0.92388,0.22094,0.22094,0.22094,32.155,18.096,32.155
